AIS,Município,Dia da Semana,Data,Hora,Quantidade (Kg),Tipo de Entorpecente
AIS 07,Fortaleza,Segunda,2009-08-03,10,0.01,Crack
AIS 08,Fortaleza,Terça,2009-08-04,15,0.01,Crack
AIS 06,Fortaleza,Terça,2009-08-04,13,0.0001,Crack
AIS 10,Fortaleza,Quinta,2009-08-06,13,4.635,Crack
AIS 10,Fortaleza,Quinta,2009-08-06,13,0.026,Cocaína
AIS 08,Fortaleza,Sexta,2009-08-07,14,0.023,Crack
AIS 10,Fortaleza,Sexta,2009-08-07,10,0.003,Crack
AIS 08,Fortaleza,Segunda,2009-08-10,17,0.001,Crack
AIS 01,Fortaleza,Segunda,2009-08-10,13,0.025,Crack
AIS 09,Fortaleza,Terça,2009-08-11,13,0.38,Crack
AIS 09,Fortaleza,Terça,2009-08-11,13,0.035,Cocaína
AIS 05,Fortaleza,Terça,2009-08-11,17,0.004,Maconha
AIS 05,Fortaleza,Terça,2009-08-11,12,0.05,Cocaína
AIS 01,Fortaleza,Terça,2009-08-11,11,0.0043,Crack
AIS 01,Fortaleza,Terça,2009-08-11,11,0.00066,Maconha
AIS 01,Fortaleza,Terça,2009-08-11,11,0.00039,Cocaína
AIS 08,Fortaleza,Sábado,2009-08-15,01,0.002,Maconha
AIS 08,Fortaleza,Domingo,2009-08-16,13,0.004,Maconha
AIS 10,Fortaleza,Domingo,2009-08-16,16,0.0005,Crack
AIS 10,Fortaleza,Domingo,2009-08-16,16,0.0003,Maconha
AIS 10,Fortaleza,Terça,2009-08-18,18,0.7387,Crack
AIS 10,Fortaleza,Terça,2009-08-18,18,0.38271,Cocaína
AIS 01,Fortaleza,Terça,2009-08-18,15,0.148,Cocaína
AIS 01,Fortaleza,Terça,2009-08-18,11,0.119,Crack
AIS 01,Fortaleza,Terça,2009-08-18,15,0.088,Crack
AIS 01,Fortaleza,Terça,2009-08-18,11,0.011,Cocaína
AIS 03,Fortaleza,Quinta,2009-08-20,21,0.0003,Maconha
AIS 03,Fortaleza,Quinta,2009-08-20,21,0.0001,Crack
AIS 07,Fortaleza,Sexta,2009-08-21,17,0.05,Crack
AIS 04,Fortaleza,Sexta,2009-08-21,21,0.0106,Crack
AIS 07,Fortaleza,Sexta,2009-08-21,16,0.0175,Crack
AIS 05,Fortaleza,Segunda,2009-08-24,11,0.001,Cocaína
AIS 05,Fortaleza,Segunda,2009-08-24,11,0.0005,Crack
AIS 09,Fortaleza,Segunda,2009-08-24,00,0.055,Crack
AIS 09,Fortaleza,Segunda,2009-08-24,00,0.0055,Crack
AIS 09,Fortaleza,Segunda,2009-08-24,00,0.001,Cocaína
AIS 09,Fortaleza,Segunda,2009-08-24,00,0.001,Maconha
AIS 06,Fortaleza,Terça,2009-08-25,18,23.8,Maconha
AIS 09,Fortaleza,Terça,2009-08-25,11,0.1,Cocaína
AIS 08,Fortaleza,Terça,2009-08-25,20,0.0016,Maconha
AIS 02,Fortaleza,Quarta,2009-08-26,10,0.002,Maconha
AIS 01,Fortaleza,Quarta,2009-08-26,16,1.71,Cocaína
AIS 02,Fortaleza,Quinta,2009-08-27,14,0.03,Crack
AIS 04,Fortaleza,Domingo,2009-08-30,15,0.02,Maconha
AIS 03,Fortaleza,Domingo,2009-08-30,09,0.5,Maconha
AIS 08,Fortaleza,Segunda,2009-08-31,19,2e-05,Maconha
AIS 07,Fortaleza,Terça,2009-09-01,13,0.0595,Maconha
AIS 07,Fortaleza,Terça,2009-09-01,13,0.0595,Maconha
AIS 03,Fortaleza,Terça,2009-09-01,13,0.97,Maconha
AIS 03,Fortaleza,Terça,2009-09-01,13,0.031,Crack
AIS 03,Fortaleza,Terça,2009-09-01,19,1.15,Maconha
AIS 03,Fortaleza,Terça,2009-09-01,11,0.94,Maconha
AIS 03,Fortaleza,Terça,2009-09-01,20,0.03,Cocaína
AIS 10,Fortaleza,Quarta,2009-09-02,12,0.003,Maconha
AIS 02,Fortaleza,Quinta,2009-09-03,22,0.0005,Cocaína
AIS 10,Fortaleza,Quinta,2009-09-03,12,0.002,Cocaína
AIS 06,Fortaleza,Quinta,2009-09-03,20,0.0015,Crack
AIS 05,Fortaleza,Sexta,2009-09-04,16,0.0032,Crack
AIS 01,Fortaleza,Sábado,2009-09-05,00,0.5,Maconha
AIS 09,Fortaleza,Sábado,2009-09-05,16,0.0001,Crack
AIS 09,Fortaleza,Sábado,2009-09-05,16,0.0001,Maconha
AIS 07,Fortaleza,Sábado,2009-09-05,01,0.005,Maconha
AIS 03,Fortaleza,Sábado,2009-09-05,10,0.003,Crack
AIS 03,Fortaleza,Sábado,2009-09-05,10,0.0022,Cocaína
AIS 08,Fortaleza,Quarta,2009-09-09,09,0.3,Maconha
AIS 06,Fortaleza,Quarta,2009-09-09,16,0.278,Maconha
AIS 07,Fortaleza,Quinta,2009-09-10,15,0.0004,Crack
AIS 01,Fortaleza,Sábado,2009-09-12,15,0.15,Maconha
AIS 10,Fortaleza,Sábado,2009-09-12,22,0.5,Maconha
AIS 08,Fortaleza,Segunda,2009-09-14,10,0.052,Maconha
AIS 01,Fortaleza,Terça,2009-09-15,10,0.005,Crack
AIS 08,Fortaleza,Terça,2009-09-15,10,0.052,Maconha
AIS 03,Fortaleza,Terça,2009-09-15,15,0.905,Crack
AIS 05,Fortaleza,Quarta,2009-09-16,21,0.002,Crack
AIS 07,Fortaleza,Quinta,2009-09-17,17,0.033,Crack
AIS 10,Fortaleza,Quinta,2009-09-17,10,0.006,Maconha
AIS 04,Fortaleza,Sexta,2009-09-18,12,0.0015,Crack
AIS 06,Fortaleza,Sábado,2009-09-19,19,0.00015,Maconha
AIS 03,Fortaleza,Segunda,2009-09-21,19,0.05,Cocaína
AIS 01,Fortaleza,Terça,2009-09-22,22,0.529,Cocaína
AIS 08,Fortaleza,Terça,2009-09-22,14,13.2,Maconha
AIS 10,Fortaleza,Terça,2009-09-22,13,0.002,Maconha
AIS 03,Fortaleza,Terça,2009-09-22,10,0.005,Crack
AIS 07,Fortaleza,Terça,2009-09-22,23,0.7245,Maconha
AIS 08,Fortaleza,Quarta,2009-09-23,16,0.0005,Crack
AIS 01,Fortaleza,Quinta,2009-09-24,04,1e-05,Crack
AIS 06,Fortaleza,Quinta,2009-09-24,16,0.0263,Crack
AIS 05,Fortaleza,Quinta,2009-09-24,17,0.0016,Crack
AIS 05,Fortaleza,Quinta,2009-09-24,18,0.0048,Cocaína
AIS 07,Fortaleza,Quinta,2009-09-24,18,0.005,Cocaína
AIS 09,Fortaleza,Sexta,2009-09-25,17,0.0165,Maconha
AIS 10,Fortaleza,Sexta,2009-09-25,16,0.0575,Cocaína
AIS 10,Fortaleza,Sexta,2009-09-25,17,0.057,Cocaína
AIS 10,Fortaleza,Domingo,2009-09-27,12,0.001,Cocaína
AIS 03,Fortaleza,Segunda,2009-09-28,10,0.02,Cocaína
AIS 10,Fortaleza,Segunda,2009-09-28,17,0.05,Maconha
AIS 10,Fortaleza,Segunda,2009-09-28,16,0.044,Maconha
AIS 03,Fortaleza,Terça,2009-09-29,10,1e-05,Crack
AIS 03,Fortaleza,Terça,2009-09-29,10,1e-05,Maconha
AIS 07,Fortaleza,Quarta,2009-09-30,22,0.0005,Crack
AIS 06,Fortaleza,Quinta,2009-10-01,18,0.004,Cocaína
AIS 07,Fortaleza,Segunda,2009-10-05,09,0.029,Crack
AIS 05,Fortaleza,Segunda,2009-10-05,10,0.029,Crack
AIS 07,Fortaleza,Terça,2009-10-06,16,0.001,Crack
AIS 07,Fortaleza,Terça,2009-10-06,19,0.0814,Crack
AIS 06,Fortaleza,Terça,2009-10-06,09,0.006,Cocaína
AIS 01,Fortaleza,Quarta,2009-10-07,01,0.001,Crack
AIS 08,Fortaleza,Quinta,2009-10-08,14,0.195,Cocaína
AIS 08,Fortaleza,Quinta,2009-10-08,16,0.144,Cocaína
AIS 03,Fortaleza,Quinta,2009-10-08,14,0.1005,Maconha
AIS 10,Fortaleza,Quinta,2009-10-08,18,5e-05,Maconha
AIS 05,Fortaleza,Quinta,2009-10-08,21,0.001,Cocaína
AIS 07,Fortaleza,Sexta,2009-10-09,10,2.05,Crack
AIS 05,Fortaleza,Sexta,2009-10-09,19,0.528,Cocaína
AIS 03,Fortaleza,Sexta,2009-10-09,11,0.01,Crack
AIS 03,Fortaleza,Sexta,2009-10-09,14,0.001,Crack
AIS 08,Fortaleza,Sexta,2009-10-09,14,0.12,Crack
AIS 04,Fortaleza,Domingo,2009-10-11,13,0.016,Maconha
AIS 07,Fortaleza,Terça,2009-10-13,11,0.0015,Cocaína
AIS 09,Fortaleza,Quinta,2009-10-15,16,0.14,Cocaína
AIS 09,Fortaleza,Quinta,2009-10-15,16,0.009,Maconha
AIS 09,Fortaleza,Quinta,2009-10-15,16,0.001,Crack
AIS 10,Fortaleza,Sexta,2009-10-16,19,2.9,Maconha
AIS 10,Fortaleza,Sexta,2009-10-16,19,0.7,Haxixe
AIS 05,Fortaleza,Sexta,2009-10-16,19,0.002,Maconha
AIS 05,Fortaleza,Domingo,2009-10-18,21,0.035,Maconha
AIS 10,Fortaleza,Segunda,2009-10-19,16,0.045,Maconha
AIS 08,Fortaleza,Segunda,2009-10-19,12,0.001,Crack
AIS 08,Fortaleza,Quarta,2009-10-21,12,0.005,Cocaína
AIS 08,Fortaleza,Quinta,2009-10-22,12,0.008,Cocaína
AIS 09,Fortaleza,Sexta,2009-10-23,16,0.002,Maconha
AIS 03,Fortaleza,Sábado,2009-10-24,21,0.0182,Crack
AIS 03,Fortaleza,Sábado,2009-10-24,21,0.018,Crack
AIS 03,Fortaleza,Domingo,2009-10-25,10,0.005,Cocaína
AIS 08,Fortaleza,Segunda,2009-10-26,08,0.046,Maconha
AIS 08,Fortaleza,Terça,2009-10-27,22,0.002,Cocaína
AIS 07,Fortaleza,Quarta,2009-10-28,20,0.002,Crack
AIS 05,Fortaleza,Quarta,2009-10-28,17,0.003,Crack
AIS 05,Fortaleza,Quarta,2009-10-28,17,1e-05,Cocaína
AIS 03,Fortaleza,Quinta,2009-10-29,14,0.05,Maconha
AIS 03,Fortaleza,Quinta,2009-10-29,14,0.014,Cocaína
AIS 03,Fortaleza,Quinta,2009-10-29,14,0.011,Crack
AIS 03,Fortaleza,Quinta,2009-10-29,16,0.0001,Cocaína
AIS 03,Fortaleza,Quinta,2009-10-29,16,0.0001,Crack
AIS 03,Fortaleza,Sexta,2009-10-30,17,17.45,Maconha
AIS 03,Fortaleza,Sexta,2009-10-30,09,1e-05,Cocaína
AIS 07,Fortaleza,Sexta,2009-10-30,06,0.0039,Crack
AIS 07,Fortaleza,Sexta,2009-10-30,06,0.002,Cocaína
AIS 06,Fortaleza,Sexta,2009-10-30,19,8.3,Crack
AIS 05,Fortaleza,Sábado,2009-10-31,08,0.0005,Crack
AIS 04,Fortaleza,Domingo,2009-11-01,16,1e-05,Cocaína
AIS 05,Fortaleza,Domingo,2009-11-01,16,0.001,Crack
AIS 06,Fortaleza,Segunda,2009-11-02,12,0.03,Maconha
AIS 10,Fortaleza,Segunda,2009-11-02,13,0.001,Crack
AIS 06,Fortaleza,Segunda,2009-11-02,11,0.02,Crack
AIS 03,Fortaleza,Segunda,2009-11-02,10,0.0001,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2009-11-02,16,0.038,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2009-11-02,16,0.001,Cocaína
AIS 10,Fortaleza,Terça,2009-11-03,10,5e-05,Cocaína
AIS 06,Fortaleza,Terça,2009-11-03,11,0.27,Maconha
AIS 04,Fortaleza,Quarta,2009-11-04,19,0.001,Maconha
AIS 10,Fortaleza,Quarta,2009-11-04,19,0.0035,Maconha
AIS 03,Fortaleza,Quinta,2009-11-05,10,0.001,Maconha
AIS 03,Fortaleza,Sexta,2009-11-06,19,0.101,Cocaína
AIS 03,Fortaleza,Sexta,2009-11-06,19,0.008,Maconha
AIS 10,Fortaleza,Sexta,2009-11-06,16,0.012,Maconha
AIS 03,Fortaleza,Sábado,2009-11-07,18,0.00048,Maconha
AIS 03,Fortaleza,Sábado,2009-11-07,18,0.00022,Cocaína
AIS 09,Fortaleza,Sábado,2009-11-07,12,0.2009,Crack
AIS 09,Fortaleza,Sábado,2009-11-07,12,0.052,Cocaína
AIS 09,Fortaleza,Domingo,2009-11-08,16,0.0005,Maconha
AIS 09,Fortaleza,Terça,2009-11-10,13,0.0165,Crack
AIS 03,Fortaleza,Quarta,2009-11-11,14,0.157,Cocaína
AIS 09,Fortaleza,Quarta,2009-11-11,13,0.076,Crack
AIS 09,Fortaleza,Quarta,2009-11-11,13,0.044,Maconha
AIS 10,Fortaleza,Quinta,2009-11-12,13,0.0052,Crack
AIS 07,Fortaleza,Quinta,2009-11-12,09,0.006,Crack
AIS 02,Fortaleza,Quinta,2009-11-12,00,0.025,Crack
AIS 06,Fortaleza,Sexta,2009-11-13,09,0.025,Maconha
AIS 04,Fortaleza,Sexta,2009-11-13,16,0.008,Maconha
AIS 08,Fortaleza,Sexta,2009-11-13,12,4e-06,Maconha
AIS 07,Fortaleza,Sexta,2009-11-13,13,0.002,Cocaína
AIS 01,Fortaleza,Segunda,2009-11-16,19,0.005,Cocaína
AIS 01,Fortaleza,Segunda,2009-11-16,19,0.0005,Cocaína
AIS 03,Fortaleza,Terça,2009-11-17,20,0.005,Maconha
AIS 07,Fortaleza,Quarta,2009-11-18,16,0.003,Crack
AIS 05,Fortaleza,Quarta,2009-11-18,16,0.00018,Crack
AIS 03,Fortaleza,Quarta,2009-11-18,10,0.01,Maconha
AIS 03,Fortaleza,Quarta,2009-11-18,11,0.01,Maconha
AIS 01,Fortaleza,Quarta,2009-11-18,18,0.002,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Quarta,2009-11-18,11,0.04,Crack
AIS 10,Fortaleza,Quinta,2009-11-19,18,0.025,Crack
AIS 10,Fortaleza,Quinta,2009-11-19,18,0.02,Cocaína
AIS 08,Fortaleza,Sexta,2009-11-20,23,0.107,Maconha
AIS 04,Fortaleza,Sexta,2009-11-20,20,0.002,Cocaína
AIS 04,Fortaleza,Sexta,2009-11-20,20,0.002,Crack
AIS 08,Fortaleza,Sábado,2009-11-21,00,0.107,Maconha
AIS 08,Fortaleza,Sábado,2009-11-21,00,0.001,Cocaína
AIS 10,Fortaleza,Segunda,2009-11-23,10,0.001,Crack
AIS 05,Fortaleza,Terça,2009-11-24,20,0.001,Crack
AIS 09,Fortaleza,Terça,2009-11-24,15,0.001,Crack
AIS 04,Fortaleza,Quarta,2009-11-25,15,0.01,Maconha
AIS 07,Fortaleza,Quarta,2009-11-25,15,0.00343,Crack
AIS 07,Fortaleza,Quarta,2009-11-25,15,0.00198,Cocaína
AIS 10,Fortaleza,Quinta,2009-11-26,12,0.0005,Maconha
AIS 06,Fortaleza,Quinta,2009-11-26,10,0.01,Maconha
AIS 01,Fortaleza,Quinta,2009-11-26,19,0.006,Crack
AIS 01,Fortaleza,Quinta,2009-11-26,19,0.003,Cocaína
AIS 01,Fortaleza,Quinta,2009-11-26,17,0.025,Maconha
AIS 08,Fortaleza,Domingo,2009-11-29,16,0.024,Crack
AIS 08,Fortaleza,Domingo,2009-11-29,16,0.018,Maconha
AIS 05,Fortaleza,Domingo,2009-11-29,03,0.002,Cocaína
AIS 09,Fortaleza,Segunda,2009-11-30,15,0.9,Maconha
AIS 08,Fortaleza,Segunda,2009-11-30,08,0.0063,Crack
AIS 08,Fortaleza,Segunda,2009-11-30,08,0.0016,Cocaína
AIS 10,Fortaleza,Terça,2009-12-01,09,0.01,Maconha
AIS 10,Fortaleza,Terça,2009-12-01,09,0.002,Crack
AIS 10,Fortaleza,Terça,2009-12-01,10,0.002,Maconha
AIS 04,Fortaleza,Quarta,2009-12-02,08,0.005,Maconha
AIS 09,Fortaleza,Quarta,2009-12-02,10,0.308,Cocaína
AIS 09,Fortaleza,Quarta,2009-12-02,08,0.00025,Crack
AIS 02,Fortaleza,Quarta,2009-12-02,09,0.00225,Maconha
AIS 10,Fortaleza,Quinta,2009-12-03,16,0.011,Maconha
AIS 09,Fortaleza,Quinta,2009-12-03,16,0.0045,Maconha
AIS 06,Fortaleza,Quinta,2009-12-03,10,0.002,Crack
AIS 07,Fortaleza,Sexta,2009-12-04,12,0.02,Cocaína
AIS 08,Fortaleza,Domingo,2009-12-06,19,0.01,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2009-12-07,15,1.7,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2009-12-07,15,0.7,Maconha
AIS 10,Fortaleza,Segunda,2009-12-07,05,0.0005,Crack
AIS 10,Fortaleza,Segunda,2009-12-07,05,0.0005,Maconha
AIS 02,Fortaleza,Segunda,2009-12-07,18,0.07,Crack
AIS 02,Fortaleza,Terça,2009-12-08,12,0.0004,Crack
AIS 07,Fortaleza,Quarta,2009-12-09,17,0.1605,Cocaína
AIS 07,Fortaleza,Quarta,2009-12-09,10,0.001,Crack
AIS 08,Fortaleza,Quarta,2009-12-09,10,0.055,Crack
AIS 08,Fortaleza,Quarta,2009-12-09,16,0.015,Cocaína
AIS 08,Fortaleza,Quarta,2009-12-09,16,0.0015,Crack
AIS 02,Fortaleza,Quinta,2009-12-10,11,0.0019,Maconha
AIS 02,Fortaleza,Quinta,2009-12-10,11,0.0004,Crack
AIS 01,Fortaleza,Quinta,2009-12-10,19,0.024,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Quinta,2009-12-10,14,0.001,Maconha
AIS 01,Fortaleza,Quinta,2009-12-10,18,0.024,Crack
AIS 01,Fortaleza,Sábado,2009-12-12,02,0.005,Crack
AIS 01,Fortaleza,Sábado,2009-12-12,19,0.001,Crack
AIS 01,Fortaleza,Sábado,2009-12-12,16,0.022,Maconha
AIS 07,Fortaleza,Domingo,2009-12-13,10,0.08,Crack
AIS 04,Fortaleza,Domingo,2009-12-13,23,0.018,Crack
AIS 08,Fortaleza,Segunda,2009-12-14,17,0.111,Crack
AIS 08,Fortaleza,Segunda,2009-12-14,17,0.082,Cocaína
AIS 10,Fortaleza,Terça,2009-12-15,15,0.66,Cocaína
AIS 04,Fortaleza,Quarta,2009-12-16,16,0.07,Crack
AIS 08,Fortaleza,Quarta,2009-12-16,09,0.004,Crack
AIS 05,Fortaleza,Quarta,2009-12-16,09,0.0003,Cocaína
AIS 08,Fortaleza,Quinta,2009-12-17,07,7.34,Maconha
AIS 08,Fortaleza,Quinta,2009-12-17,07,0.64,Cocaína
AIS 10,Fortaleza,Sexta,2009-12-18,13,0.01,Maconha
AIS 08,Fortaleza,Sábado,2009-12-19,19,0.05,Maconha
AIS 03,Fortaleza,Sábado,2009-12-19,16,0.01,Cocaína
AIS 03,Fortaleza,Sábado,2009-12-19,13,0.004,Crack
AIS 03,Fortaleza,Sábado,2009-12-19,14,0.021,Crack
AIS 08,Fortaleza,Domingo,2009-12-20,19,0.05,Maconha
AIS 07,Fortaleza,Domingo,2009-12-20,20,0.003,Maconha
AIS 09,Fortaleza,Domingo,2009-12-20,20,0.015,Cocaína
AIS 03,Fortaleza,Segunda,2009-12-21,19,0.0002,Cocaína
AIS 01,Fortaleza,Segunda,2009-12-21,15,0.218,Crack
AIS 05,Fortaleza,Terça,2009-12-22,21,0.052,Crack
AIS 04,Fortaleza,Quarta,2009-12-23,13,0.001,Crack
AIS 02,Fortaleza,Quarta,2009-12-23,15,0.033,Cocaína
AIS 09,Fortaleza,Quarta,2009-12-23,11,0.0006,Crack
AIS 01,Fortaleza,Quinta,2009-12-24,21,0.486,Cocaína
AIS 05,Fortaleza,Sexta,2009-12-25,16,0.002,Maconha
AIS 05,Fortaleza,Sexta,2009-12-25,20,0.0279,Maconha
AIS 07,Fortaleza,Domingo,2009-12-27,16,5e-05,Maconha
AIS 09,Fortaleza,Segunda,2009-12-28,16,0.021,Crack
AIS 05,Fortaleza,Segunda,2009-12-28,12,1.074,Maconha
AIS 08,Fortaleza,Segunda,2009-12-28,17,0.00079,Cocaína
AIS 08,Fortaleza,Terça,2009-12-29,19,0.008,Maconha
AIS 04,Fortaleza,Terça,2009-12-29,19,0.005,Maconha
AIS 05,Fortaleza,Quarta,2009-12-30,11,0.0028,Crack
AIS 05,Fortaleza,Quarta,2009-12-30,11,0.0018,Maconha
AIS 03,Fortaleza,Quarta,2009-12-30,08,0.01,Maconha
AIS 03,Fortaleza,Sexta,2010-01-01,22,0.029,Cocaína
AIS 03,Fortaleza,Sexta,2010-01-01,15,0.3,Cocaína
AIS 09,Fortaleza,Domingo,2010-01-03,15,0.006,Crack
AIS 09,Fortaleza,Domingo,2010-01-03,15,0.004,Maconha
AIS 10,Fortaleza,Domingo,2010-01-03,21,0.227,Maconha
AIS 04,Fortaleza,Segunda,2010-01-04,16,0.002,Maconha
AIS 02,Fortaleza,Segunda,2010-01-04,16,0.462,Maconha
AIS 02,Fortaleza,Segunda,2010-01-04,16,0.0915,Crack
AIS 08,Fortaleza,Segunda,2010-01-04,13,0.0036,Cocaína
AIS 09,Fortaleza,Segunda,2010-01-04,16,3.74,Crack
AIS 09,Fortaleza,Segunda,2010-01-04,16,0.076,Cocaína
AIS 05,Fortaleza,Terça,2010-01-05,10,0.0064,Crack
AIS 01,Fortaleza,Quarta,2010-01-06,11,0.302,Crack
AIS 01,Fortaleza,Quarta,2010-01-06,11,0.223,Maconha
AIS 01,Fortaleza,Quarta,2010-01-06,11,0.156,Cocaína
AIS 08,Fortaleza,Domingo,2010-01-10,16,1e-05,Crack
AIS 06,Fortaleza,Segunda,2010-01-11,11,0.00936,Crack
AIS 06,Fortaleza,Segunda,2010-01-11,11,0.00155,Maconha
AIS 03,Fortaleza,Terça,2010-01-12,22,0.007,Maconha
AIS 06,Fortaleza,Terça,2010-01-12,10,0.001,Cocaína
AIS 10,Fortaleza,Terça,2010-01-12,09,0.002,Cocaína
AIS 10,Fortaleza,Terça,2010-01-12,10,0.002,Crack
AIS 07,Fortaleza,Terça,2010-01-12,00,0.031,Maconha
AIS 07,Fortaleza,Terça,2010-01-12,00,0.0175,Crack
AIS 07,Fortaleza,Terça,2010-01-12,00,0.001,Cocaína
AIS 06,Fortaleza,Terça,2010-01-12,16,0.0273,Crack
AIS 05,Fortaleza,Terça,2010-01-12,18,0.661,Crack
AIS 05,Fortaleza,Terça,2010-01-12,18,0.189,Cocaína
AIS 08,Fortaleza,Quarta,2010-01-13,17,0.11329,Cocaína
AIS 08,Fortaleza,Quarta,2010-01-13,17,0.00182,Cocaína
AIS 05,Fortaleza,Quinta,2010-01-14,19,0.001,Maconha
AIS 04,Fortaleza,Sexta,2010-01-15,01,0.094,Maconha
AIS 08,Fortaleza,Sexta,2010-01-15,01,0.094,Maconha
AIS 02,Fortaleza,Sexta,2010-01-15,11,0.024,Crack
AIS 09,Fortaleza,Sexta,2010-01-15,14,0.021,Cocaína
AIS 09,Fortaleza,Sexta,2010-01-15,14,0.0045,Crack
AIS 08,Fortaleza,Sábado,2010-01-16,02,0.006,Crack
AIS 01,Fortaleza,Sábado,2010-01-16,09,7e-05,Crack
AIS 02,Fortaleza,Segunda,2010-01-18,20,0.01,Crack
AIS 08,Fortaleza,Segunda,2010-01-18,07,0.194,Cocaína
AIS 08,Fortaleza,Segunda,2010-01-18,07,0.0097,Cocaína
AIS 06,Fortaleza,Terça,2010-01-19,17,0.432,Maconha
AIS 10,Fortaleza,Terça,2010-01-19,13,0.35,Crack
AIS 09,Fortaleza,Terça,2010-01-19,15,0.0002,Crack
AIS 04,Fortaleza,Quarta,2010-01-20,15,6e-05,Maconha
AIS 07,Fortaleza,Quarta,2010-01-20,10,0.0818,Maconha
AIS 09,Fortaleza,Quarta,2010-01-20,13,0.007,Crack
AIS 09,Fortaleza,Sexta,2010-01-22,17,0.367,Crack
AIS 03,Fortaleza,Sexta,2010-01-22,22,0.02,Maconha
AIS 05,Fortaleza,Sábado,2010-01-23,16,1e-05,Maconha
AIS 03,Fortaleza,Domingo,2010-01-24,18,0.0236,Crack
AIS 09,Fortaleza,Segunda,2010-01-25,00,0.004,Crack
AIS 08,Fortaleza,Segunda,2010-01-25,16,0.002,Crack
AIS 03,Fortaleza,Terça,2010-01-26,13,0.012,Maconha
AIS 01,Fortaleza,Quarta,2010-01-27,19,0.0005,Crack
AIS 07,Fortaleza,Quarta,2010-01-27,10,0.198,Maconha
AIS 06,Fortaleza,Quarta,2010-01-27,20,0.001,Maconha
AIS 05,Fortaleza,Quarta,2010-01-27,17,0.065,Crack
AIS 02,Fortaleza,Quinta,2010-01-28,14,0.018,Crack
AIS 04,Fortaleza,Quinta,2010-01-28,23,0.329,Maconha
AIS 10,Fortaleza,Quinta,2010-01-28,16,0.046,Cocaína
AIS 06,Fortaleza,Quinta,2010-01-28,02,0.017,Crack
AIS 02,Fortaleza,Quinta,2010-01-28,16,0.0182,Cocaína
AIS 02,Fortaleza,Quinta,2010-01-28,16,0.0159,Maconha
AIS 02,Fortaleza,Quinta,2010-01-28,16,0.0119,Crack
AIS 07,Fortaleza,Sexta,2010-01-29,16,0.1055,Maconha
AIS 07,Fortaleza,Sexta,2010-01-29,16,0.0095,Crack
AIS 07,Fortaleza,Sexta,2010-01-29,17,0.0095,Crack
AIS 02,Fortaleza,Sexta,2010-01-29,15,0.0318,Cocaína
AIS 07,Fortaleza,Sexta,2010-01-29,10,0.001,Crack
AIS 08,Fortaleza,Domingo,2010-01-31,18,0.102,Crack
AIS 08,Fortaleza,Domingo,2010-01-31,18,0.102,Crack
AIS 01,Fortaleza,Domingo,2010-01-31,04,0.01,Crack
AIS 05,Fortaleza,Segunda,2010-02-01,16,0.0005,Crack
AIS 03,Fortaleza,Segunda,2010-02-01,07,0.6,Maconha
AIS 03,Fortaleza,Segunda,2010-02-01,07,0.0977,Crack
AIS 09,Fortaleza,Segunda,2010-02-01,13,0.003,Maconha
AIS 03,Fortaleza,Segunda,2010-02-01,16,2.0,Cocaína
AIS 10,Fortaleza,Segunda,2010-02-01,11,0.29,Maconha
AIS 10,Fortaleza,Segunda,2010-02-01,11,0.09,Maconha
AIS 10,Fortaleza,Segunda,2010-02-01,11,0.005,Crack
AIS 05,Fortaleza,Terça,2010-02-02,13,0.012,Crack
AIS 03,Fortaleza,Terça,2010-02-02,15,0.0005,Crack
AIS 10,Fortaleza,Terça,2010-02-02,12,0.003,Crack
AIS 07,Fortaleza,Terça,2010-02-02,16,0.008,Crack
AIS 07,Fortaleza,Terça,2010-02-02,16,0.008,Maconha
AIS 03,Fortaleza,Quarta,2010-02-03,17,0.3,Maconha
AIS 05,Fortaleza,Quarta,2010-02-03,13,26.0,Maconha
AIS 05,Fortaleza,Quarta,2010-02-03,13,2.492,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Quarta,2010-02-03,07,0.0123,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Quarta,2010-02-03,07,0.0012,Crack
AIS 09,Fortaleza,Quarta,2010-02-03,12,0.0012,Cocaína
AIS 02,Fortaleza,Quinta,2010-02-04,12,0.96,Maconha
AIS 02,Fortaleza,Quinta,2010-02-04,12,0.0037,Maconha
AIS 02,Fortaleza,Quinta,2010-02-04,12,0.0004,Crack
AIS 02,Fortaleza,Sexta,2010-02-05,13,0.044,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Sexta,2010-02-05,11,0.001,Cocaína
AIS 09,Fortaleza,Sexta,2010-02-05,11,0.095,Maconha
AIS 09,Fortaleza,Sexta,2010-02-05,11,0.025,Crack
AIS 01,Fortaleza,Sexta,2010-02-05,15,0.7,Crack
AIS 01,Fortaleza,Sexta,2010-02-05,15,0.21,Cocaína
AIS 01,Fortaleza,Sexta,2010-02-05,15,0.043,Maconha
AIS 05,Fortaleza,Sábado,2010-02-06,00,0.002,Maconha
